,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,last_trip_date,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,retention,rating_by_driver?,rating_of_driver?,King's Landing,Winterfell,Android,iPhone
72,2.6,3.8,4.0,1.2,2014-03-18,2014-01-27,20.0,0,True,40.0,False,False,False,0,1,0,1
73,3.37,5.0,4.601696940726505,1.0,2014-01-13,2014-01-12,0.0,1,True,0.0,False,False,True,0,0,0,1
74,1.57,5.0,5.0,1.25,2014-01-10,2014-01-09,50.0,2,False,100.0,False,False,False,0,1,0,1
75,5.34,5.0,5.0,1.0,2014-05-18,2014-01-15,0.0,0,False,0.0,False,False,False,1,0,0,1
76,4.77,5.0,3.7,1.0,2014-05-31,2014-01-08,0.0,0,False,33.3,False,False,False,0,1,0,1
77,2.06,4.9,4.9,1.16,2014-05-18,2014-01-06,25.0,1,False,50.0,False,False,False,1,0,1,0
78,2.69,4.4,4.0,1.5,2014-06-22,2014-01-27,40.0,1,False,60.0,True,False,False,0,0,0,1
79,1.92,4.3,3.7,1.0,2014-06-22,2014-01-02,0.0,6,False,68.0,True,False,False,0,1,1,0
80,1.86,4.9,5.0,1.0,2014-06-14,2014-01-04,0.0,2,False,56.3,True,False,False,0,1,1,0
81,1.55,4.6,5.0,1.16,2014-06-21,2014-01-22,13.6,4,False,63.6,True,False,False,0,0,0,1
82,1.93,4.2,5.0,1.25,2014-05-08,2014-01-26,33.3,12,True,72.2,False,False,False,0,0,1,0
83,6.73,5.0,3.5,1.0,2014-06-28,2014-01-24,0.0,1,True,83.3,True,False,False,0,1,0,1
84,1.71,4.4,5.0,1.0,2014-05-19,2014-01-31,0.0,6,False,87.5,False,False,False,0,0,0,1
85,8.99,5.0,5.0,1.0,2014-05-17,2014-01-23,0.0,1,False,50.0,False,False,False,0,1,1,0
86,3.62,4.8,4.3,1.0,2014-06-27,2014-01-15,0.0,2,False,55.6,True,False,False,0,0,1,0
87,5.66,5.0,4.8,1.0,2014-06-29,2014-01-17,0.0,2,True,50.0,True,False,False,0,1,1,0
88,4.86,4.8,4.0,1.0,2014-06-12,2014-01-06,0.0,1,False,55.6,True,False,False,0,1,0,1
89,5.11,3.0,4.601696940726505,3.25,2014-02-09,2014-01-25,100.0,1,False,0.0,False,False,True,0,0,0,1
90,2.11,4.4,4.0,1.0,2014-04-06,2014-01-25,0.0,3,False,0.0,False,False,False,0,1,0,1
91,2.41,4.9,4.7,1.25,2014-05-04,2014-01-31,25.0,3,False,50.0,False,False,False,0,0,0,1
92,0.63,5.0,5.0,1.0,2014-02-17,2014-01-30,0.0,2,False,100.0,False,False,False,0,1,0,1
93,14.55,4.7,4.8,1.04,2014-06-08,2014-01-14,5.6,27,True,73.2,True,False,False,0,1,0,1
94,2.68,5.0,4.0,1.75,2014-01-26,2014-01-04,50.0,2,False,0.0,False,False,False,1,0,0,1
95,7.29,5.0,4.5,1.03,2014-06-28,2014-01-18,12.5,1,True,50.0,True,False,False,0,0,0,1
96,2.22,5.0,4.8,1.03,2014-06-13,2014-01-31,11.1,4,False,44.4,True,False,False,1,0,1,0
97,5.38,4.8,4.7,1.38,2014-06-29,2014-01-25,30.0,0,False,40.0,True,False,False,0,1,0,1
98,1.46,5.0,5.0,1.0,2014-04-12,2014-01-18,0.0,0,False,0.0,False,False,False,0,1,1,0
99,5.16,4.3,4.6,1.03,2014-06-28,2014-01-10,6.3,1,True,50.0,True,False,False,0,1,0,1
100,4.08,5.0,4.0,1.0,2014-02-07,2014-01-16,0.0,3,False,100.0,False,False,False,0,1,0,1
101,2.83,4.0,4.601696940726505,1.0,2014-01-07,2014-01-06,0.0,1,True,100.0,False,False,True,0,1,0,1
102,36.83,5.0,4.601696940726505,1.0,2014-01-22,2014-01-21,0.0,1,False,100.0,False,False,True,1,0,0,1
103,8.78,4.0,5.0,1.0,2014-05-17,2014-01-11,0.0,0,False,100.0,False,False,False,0,0,0,1
104,13.9,5.0,4.601696940726505,1.0,2014-01-18,2014-01-17,0.0,1,True,100.0,False,False,True,0,1,0,1
105,1.75,5.0,4.601696940726505,1.0,2014-02-01,2014-01-28,0.0,1,False,100.0,False,False,True,0,1,1,0
106,3.47,5.0,5.0,1.33,2014-04-11,2014-01-09,33.3,1,False,100.0,False,False,False,0,0,1,0
107,2.33,4.7,5.0,1.05,2014-06-26,2014-01-12,4.5,7,False,81.8,True,False,False,0,0,0,1
108,4.37,5.0,4.601696940726505,1.0,2014-02-10,2014-01-11,0.0,1,False,0.0,False,False,True,0,1,1,0
109,2.82,5.0,5.0,1.0,2014-03-02,2014-01-10,0.0,1,False,50.0,False,False,False,1,0,0,1
110,4.89,5.0,4.0,1.0,2014-03-17,2014-01-30,0.0,0,False,0.0,False,False,False,0,0,0,1
111,6.26,5.0,4.0,1.0,2014-06-29,2014-01-19,0.0,1,True,0.0,True,False,False,0,1,0,1
112,3.59,1.0,5.0,1.0,2014-01-26,2014-01-25,0.0,1,False,0.0,False,False,False,0,0,0,1
113,3.07,5.0,5.0,1.0,2014-03-22,2014-01-03,0.0,2,False,66.7,False,False,False,0,0,0,1
114,2.98,4.8,4.7,1.06,2014-06-29,2014-01-09,12.8,0,True,34.0,True,False,False,1,0,0,1
115,3.53,5.0,5.0,1.5,2014-05-17,2014-01-08,100.0,0,False,0.0,False,False,False,1,0,1,0
116,24.14,5.0,4.601696940726505,1.0,2014-04-03,2014-01-01,0.0,0,False,100.0,False,False,True,1,0,1,0
117,3.07,5.0,3.5,1.0,2014-01-25,2014-01-18,0.0,2,False,0.0,False,False,False,0,0,1,0
118,22.19,5.0,4.601696940726505,1.0,2014-02-05,2014-01-31,0.0,1,True,100.0,False,False,True,0,0,0,1
119,1.71,5.0,5.0,1.0,2014-02-03,2014-01-25,0.0,3,False,0.0,False,False,False,0,1,1,0
120,7.75,4.8,5.0,1.13,2014-06-11,2014-01-13,25.0,1,True,100.0,True,False,False,1,0,0,1
121,0.75,4.0,4.0,1.0,2014-01-28,2014-01-27,0.0,1,False,100.0,False,False,False,0,1,1,0
122,2.77,4.7,4.1,1.0,2014-06-21,2014-01-18,0.0,5,True,61.9,True,False,False,0,1,0,1
123,3.27,4.0,4.601696940726505,1.0,2014-01-03,2014-01-03,0.0,1,False,100.0,False,False,True,0,1,0,1
124,5.97,5.0,5.0,1.0,2014-01-26,2014-01-23,0.0,4,False,0.0,False,False,False,0,1,0,1
125,3.24,3.7,4.0,1.17,2014-05-25,2014-01-25,33.3,0,False,33.3,False,False,False,0,1,1,0
126,4.63,5.0,5.0,1.08,2014-03-22,2014-01-19,33.3,0,False,66.7,False,False,False,0,0,0,1
127,0.67,4.0,4.601696940726505,1.0,2014-01-23,2014-01-17,0.0,1,False,100.0,False,False,True,0,1,0,1
128,3.02,4.9,4.9,1.0,2014-02-20,2014-01-17,0.0,7,False,100.0,False,False,False,0,0,1,0
129,2.89,5.0,4.7,1.34,2014-06-15,2014-01-17,12.5,4,True,37.5,True,False,False,0,1,1,0
130,10.44,5.0,5.0,1.31,2014-06-15,2014-01-26,50.0,0,False,50.0,True,False,False,1,0,1,0
131,3.04,5.0,4.601696940726505,1.0,2014-05-23,2014-01-18,0.0,0,True,100.0,False,False,True,0,0,1,0
132,1.69,4.8,4.3,1.0,2014-05-04,2014-01-11,0.0,0,True,33.3,False,False,False,0,1,1,0
133,2.18,5.0,3.8,1.18,2014-06-22,2014-01-24,25.0,0,False,12.5,True,False,False,1,0,0,1
134,3.82,4.7,5.0,1.08,2014-06-30,2014-01-15,5.6,6,False,55.6,True,False,False,0,1,0,1
135,2.79,5.0,5.0,1.0,2014-01-11,2014-01-10,0.0,1,False,100.0,False,False,False,0,1,0,1
136,2.99,4.8,3.5,1.0,2014-06-10,2014-01-26,0.0,3,True,77.8,True,False,False,0,0,0,1
137,3.75,4.5,4.1,1.0,2014-06-29,2014-01-01,0.0,1,True,51.6,True,False,False,0,1,0,1
138,4.6,5.0,5.0,1.0,2014-05-04,2014-01-08,0.0,0,False,75.0,False,False,False,0,1,0,1
139,2.47,5.0,4.601696940726505,1.0,2014-06-21,2014-01-25,0.0,0,True,0.0,True,False,True,0,1,0,1
140,1.85,5.0,4.601696940726505,1.5,2014-01-22,2014-01-21,100.0,1,False,100.0,False,False,True,0,1,0,1
141,4.39,5.0,4.3,1.0,2014-05-27,2014-01-03,0.0,2,True,80.0,False,False,False,0,0,0,1
142,1.62,4.0,5.0,1.0,2014-07-01,2014-01-26,0.0,0,True,100.0,True,False,False,0,0,1,0
143,14.79,4.7,4.8,1.08,2014-06-04,2014-01-05,16.7,4,True,83.3,True,False,False,0,1,0,1
144,2.81,5.0,4.601696940726505,1.0,2014-01-19,2014-01-18,0.0,1,False,0.0,False,False,True,0,1,0,1
145,10.29,4.9,4.3,1.0,2014-06-25,2014-01-24,0.0,4,False,100.0,True,False,False,0,1,0,1
146,10.53,5.0,5.0,1.0,2014-03-02,2014-01-25,0.0,0,True,0.0,False,False,False,0,1,0,1
147,1.62,4.3,4.0,1.0,2014-04-18,2014-01-22,0.0,2,False,100.0,False,False,False,0,0,1,0
148,7.05,5.0,4.4,1.0,2014-03-26,2014-01-28,0.0,2,False,100.0,False,False,False,0,0,1,0
149,1.95,4.5,4.7,1.03,2014-06-13,2014-01-28,12.5,3,False,62.5,True,False,False,1,0,0,1
150,2.29,5.0,4.601696940726505,1.0,2014-06-24,2014-01-12,0.0,0,True,100.0,True,False,True,0,1,1,0
151,2.84,5.0,4.3,1.0,2014-06-13,2014-01-30,0.0,3,True,100.0,True,False,False,1,0,0,1
152,5.5,4.8,4.3,1.04,2014-06-28,2014-01-27,7.7,1,True,76.9,True,False,False,1,0,0,0
153,11.28,5.0,4.601696940726505,1.0,2014-03-22,2014-01-25,0.0,0,False,0.0,False,False,True,0,0,0,1
154,2.26,4.7,4.0,1.0,2014-06-01,2014-01-25,0.0,1,False,33.3,True,False,False,0,1,1,0
155,12.46,5.0,5.0,1.0,2014-05-30,2014-01-31,0.0,0,False,75.0,False,False,False,0,1,1,0
156,9.16,4.0,4.601696940726505,1.19,2014-05-17,2014-01-05,25.0,0,False,0.0,False,False,True,0,1,1,0
157,8.73,5.0,4.8,1.0,2014-06-29,2014-01-25,0.0,1,True,75.0,True,False,False,1,0,0,1
158,13.33,4.5,4.601696940726505,1.0,2014-04-13,2014-01-14,0.0,0,False,0.0,False,False,True,0,0,0,1
159,12.66,5.0,4.0,1.0,2014-03-13,2014-01-31,0.0,0,True,100.0,False,False,False,0,1,0,1
160,8.93,5.0,4.601696940726505,1.0,2014-05-30,2014-01-23,0.0,0,True,100.0,False,False,True,0,1,1,0
161,2.77,5.0,4.601696940726505,2.0,2014-06-29,2014-01-09,100.0,0,False,0.0,True,False,True,1,0,0,1
162,18.85,5.0,4.601696940726505,1.0,2014-04-25,2014-01-26,0.0,0,True,100.0,False,False,True,0,1,1,0
163,2.03,5.0,4.0,1.0,2014-06-02,2014-01-23,0.0,0,True,100.0,True,False,False,0,0,0,1
164,2.02,4.0,4.601696940726505,1.0,2014-02-01,2014-01-31,0.0,1,False,100.0,False,False,True,0,1,1,0
165,7.12,4.7,5.0,1.0,2014-04-04,2014-01-31,0.0,1,True,100.0,False,False,False,0,0,1,0
166,5.58,5.0,5.0,1.0,2014-01-20,2014-01-19,0.0,1,False,0.0,False,False,False,1,0,1,0
167,4.57,4.8,5.0,1.29,2014-05-15,2014-01-04,33.3,1,False,66.7,False,False,False,0,1,1,0
168,3.02,5.0,4.601696940726505,1.0,2014-02-09,2014-01-27,0.0,1,False,0.0,False,False,True,0,1,0,1
169,11.93,5.0,4.5,1.0,2014-04-10,2014-01-26,0.0,2,False,100.0,False,False,False,0,0,0,1
170,1.59,5.0,2.0,1.0,2014-01-05,2014-01-04,0.0,1,False,0.0,False,False,False,0,1,1,0
171,1.71,4.7,5.0,1.0,2014-06-25,2014-01-24,0.0,0,True,100.0,True,False,False,1,0,0,1
172,3.64,5.0,4.601696940726505,1.04,2014-05-26,2014-01-10,16.7,0,False,50.0,False,False,True,1,0,0,1
173,2.55,4.5,4.5,1.0,2014-05-06,2014-01-19,0.0,5,False,75.0,False,False,False,0,1,1,0
174,8.53,5.0,4.601696940726505,1.0,2014-02-23,2014-01-31,0.0,1,False,0.0,False,False,True,0,1,1,0
175,4.13,5.0,4.601696940726505,1.0,2014-02-24,2014-01-08,0.0,0,False,100.0,False,False,True,0,1,1,0
176,4.89,4.0,4.601696940726505,1.0,2014-03-01,2014-01-30,0.0,1,False,100.0,False,False,True,0,0,0,1
177,4.32,5.0,5.0,1.15,2014-06-20,2014-01-05,20.0,0,False,100.0,True,False,False,1,0,1,0
178,12.68,5.0,4.601696940726505,2.0,2014-01-12,2014-01-12,100.0,1,False,0.0,False,False,True,0,0,0,0
179,5.17,4.8,4.0,1.1,2014-05-26,2014-01-04,20.0,2,False,20.0,False,False,False,0,0,0,1
180,7.75,4.0,5.0,1.0,2014-04-21,2014-01-31,0.0,0,False,60.0,False,False,False,0,1,0,1
181,11.59,5.0,5.0,1.6,2014-02-12,2014-01-30,20.0,5,True,40.0,False,False,False,0,0,1,0
182,1.41,5.0,5.0,1.0,2014-05-14,2014-01-04,0.0,0,False,100.0,False,False,False,0,0,0,1
183,9.19,5.0,5.0,1.0,2014-01-08,2014-01-03,0.0,4,False,100.0,False,False,False,0,0,1,0
184,2.46,5.0,5.0,1.0,2014-04-15,2014-01-12,0.0,0,False,100.0,False,False,False,0,0,1,0
185,5.27,4.8,4.4,1.17,2014-06-28,2014-01-03,16.7,0,True,66.7,True,False,False,1,0,1,0
186,2.0,4.7,4.3,1.0,2014-05-29,2014-01-23,0.0,5,False,100.0,False,False,False,0,0,0,1
187,7.14,4.8,5.0,1.0,2014-06-15,2014-01-22,0.0,1,False,40.0,True,False,False,0,1,0,1
188,3.7,4.5,5.0,1.0,2014-06-19,2014-01-01,0.0,9,True,80.0,True,False,False,0,1,1,0
189,7.92,5.0,4.601696940726505,1.0,2014-04-05,2014-01-11,0.0,0,False,100.0,False,False,True,0,1,0,1
190,1.76,5.0,5.0,1.0,2014-02-01,2014-01-31,0.0,1,False,100.0,False,False,False,0,0,1,0
191,2.99,4.8,5.0,1.06,2014-06-23,2014-01-02,9.5,6,True,83.3,True,False,False,1,0,1,0
192,4.4,5.0,5.0,1.0,2014-01-02,2014-01-01,0.0,1,False,100.0,False,False,False,0,1,0,1
193,2.32,5.0,4.601696940726505,1.0,2014-05-25,2014-01-01,0.0,0,False,0.0,False,False,True,0,1,0,1
194,32.62,5.0,4.601696940726505,1.0,2014-01-21,2014-01-20,0.0,1,True,100.0,False,False,True,0,0,1,0
195,6.29,5.0,3.5,1.0,2014-01-25,2014-01-09,0.0,4,False,75.0,False,False,False,0,0,1,0
196,2.1,5.0,5.0,1.0,2014-06-27,2014-01-10,0.0,0,False,100.0,True,False,False,0,1,0,1
197,6.43,4.0,4.601696940726505,1.0,2014-05-03,2014-01-11,0.0,0,False,100.0,False,False,True,0,1,1,0
198,3.0,5.0,5.0,1.0,2014-01-21,2014-01-20,0.0,1,False,100.0,False,False,False,0,0,1,0
199,11.46,4.7,4.0,1.0,2014-06-05,2014-01-19,0.0,2,True,66.7,True,False,False,0,1,0,1
200,2.6,4.6,4.1,1.13,2014-06-15,2014-01-27,8.3,4,True,50.0,True,False,False,0,1,0,1
201,2.37,4.4,4.9,1.04,2014-06-26,2014-01-01,2.7,1,False,70.3,True,False,False,0,1,1,0
202,10.83,5.0,4.601696940726505,1.0,2014-06-15,2014-01-24,0.0,0,True,66.7,True,False,True,0,1,0,1
203,15.07,5.0,5.0,1.0,2014-03-26,2014-01-17,0.0,0,False,100.0,False,False,False,0,1,0,1
204,1.88,5.0,5.0,1.0,2014-06-29,2014-01-02,0.0,0,True,0.0,True,False,False,0,0,0,1
205,1.44,5.0,4.601696940726505,1.0,2014-03-21,2014-01-26,0.0,0,False,100.0,False,False,True,0,0,0,1
206,5.66,4.7,4.9,1.0,2014-06-26,2014-01-12,0.0,4,False,64.7,True,False,False,0,0,0,1
207,2.99,4.9,4.9,1.05,2014-06-22,2014-01-10,10.9,12,True,57.8,True,False,False,1,0,0,1
208,6.73,5.0,4.601696940726505,1.0,2014-02-10,2014-01-23,0.0,1,False,100.0,False,False,True,0,0,1,0
209,8.43,5.0,5.0,1.0,2014-06-21,2014-01-19,0.0,2,False,42.9,True,False,False,1,0,1,0
210,18.28,4.0,4.601696940726505,1.0,2014-03-13,2014-01-05,0.0,0,True,100.0,False,False,True,0,1,0,1
211,1.91,5.0,4.601696940726505,1.0,2014-04-05,2014-01-20,0.0,0,False,0.0,False,False,True,0,0,1,0
212,1.26,3.0,5.0,1.0,2014-01-12,2014-01-09,0.0,3,False,66.7,False,False,False,1,0,1,0
213,22.35,5.0,4.601696940726505,1.0,2014-02-01,2014-01-31,0.0,1,False,100.0,False,False,True,0,0,1,0
214,9.79,5.0,4.7,1.0,2014-06-06,2014-01-11,0.0,1,True,83.3,True,False,False,1,0,0,1
215,3.47,5.0,4.601696940726505,1.0,2014-06-14,2014-01-07,0.0,1,True,0.0,True,False,True,1,0,0,1
216,8.21,5.0,5.0,1.0,2014-01-09,2014-01-09,0.0,1,True,100.0,False,False,False,0,1,0,0
217,2.92,5.0,4.601696940726505,1.0,2014-03-23,2014-01-11,0.0,1,True,0.0,False,False,True,0,0,0,1
218,8.0,5.0,5.0,1.0,2014-06-18,2014-01-17,0.0,0,False,100.0,True,False,False,0,1,0,1
219,2.46,4.2,3.8,1.0,2014-03-19,2014-01-24,0.0,7,True,73.1,False,False,False,0,1,1,0
220,4.75,4.3,5.0,1.0,2014-06-29,2014-01-21,0.0,0,True,75.0,True,False,False,0,0,0,1
221,3.13,5.0,5.0,2.5,2014-01-18,2014-01-18,100.0,1,False,0.0,False,False,False,0,1,0,1
222,2.55,5.0,4.7,1.0,2014-04-15,2014-01-16,0.0,5,False,50.0,False,False,False,0,0,0,1
223,3.63,5.0,5.0,1.0,2014-04-17,2014-01-30,0.0,1,True,100.0,False,False,False,1,0,1,0
224,4.25,5.0,5.0,1.0,2014-04-24,2014-01-22,0.0,0,False,100.0,False,False,False,0,0,0,1
225,7.9,5.0,4.601696940726505,1.0,2014-01-10,2014-01-09,0.0,1,False,100.0,False,False,True,0,1,0,1
226,4.21,4.5,4.7,1.0,2014-06-28,2014-01-16,0.0,0,False,62.5,True,False,False,0,0,1,0
227,3.18,4.4,3.8,1.11,2014-06-26,2014-01-04,13.0,7,True,65.2,True,False,False,0,1,0,1
228,26.5,5.0,5.0,1.0,2014-01-10,2014-01-10,0.0,1,True,100.0,False,False,False,0,0,0,1
229,8.53,5.0,3.0,1.0,2014-02-16,2014-01-14,0.0,0,False,0.0,False,False,False,0,1,0,1
230,2.48,4.9,4.7,1.0,2014-06-21,2014-01-17,0.0,8,True,56.5,True,False,False,1,0,0,1
231,2.39,4.0,5.0,1.0,2014-03-16,2014-01-29,0.0,0,True,0.0,False,False,False,0,1,1,0
232,3.91,5.0,4.601696940726505,1.0,2014-01-26,2014-01-25,0.0,1,True,0.0,False,False,True,0,1,1,0
